,direccion_casa,tamaño_casa,habitaciones_casa,Precio_Casa
1240,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1241,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1242,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1243,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1244,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1245,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1246,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1247,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1248,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1249,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1250,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1251,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1252,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1253,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1254,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1255,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1256,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1257,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1258,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1259,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1260,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1261,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1262,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1263,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1264,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1265,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1266,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1267,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1268,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1269,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1270,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1271,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1272,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1273,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1274,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1275,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1276,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1277,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1278,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1279,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1280,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1281,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1282,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1283,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1284,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1285,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1286,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1287,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1288,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1289,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1290,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1291,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1292,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1293,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1294,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1295,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1296,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1297,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1298,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1299,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1300,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1301,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1302,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1303,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1304,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1305,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1306,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1307,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1308,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1309,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1310,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1311,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1312,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1313,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1314,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1315,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1316,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1317,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1318,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1319,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1320,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1321,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1322,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1323,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1324,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1325,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1326,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1327,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1328,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1329,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1330,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1331,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1332,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1333,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1334,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1335,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1336,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1337,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1338,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1339,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1340,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1341,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1342,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1343,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1344,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1345,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1346,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1347,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1348,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1349,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1350,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1351,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1352,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1353,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1354,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1355,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1356,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1357,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1358,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1359,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1360,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1361,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1362,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1363,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1364,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1365,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1366,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1367,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1368,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1369,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1370,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1371,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1372,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1373,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1374,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1375,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1376,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1377,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1378,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1379,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1380,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1381,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1382,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1383,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1384,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1385,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1386,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1387,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1388,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1389,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1390,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1391,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1392,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1393,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1394,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1395,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1396,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1397,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1398,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1399,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1400,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1401,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1402,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1403,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1404,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1405,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1406,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1407,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1408,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1409,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1410,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1411,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1412,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1413,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1414,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1415,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1416,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1417,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1418,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1419,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1420,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1421,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1422,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1423,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1424,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1425,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1426,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1427,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1428,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1429,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1430,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1431,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1432,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1433,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1434,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1435,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1436,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1437,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1438,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1439,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1440,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1441,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1442,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1443,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1444,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1445,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1446,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1447,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1448,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1449,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1450,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1451,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1452,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1453,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1454,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1455,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1456,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1457,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1458,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1459,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1460,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1461,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1462,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1463,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1464,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1465,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1466,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1467,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1468,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1469,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1470,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1471,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1472,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1473,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1474,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1475,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1476,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1477,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1478,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1479,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1480,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1481,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1482,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1483,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1484,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1485,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1486,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1487,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1488,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1489,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1490,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1491,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1492,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1493,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1494,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1495,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1496,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1497,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1498,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1499,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1500,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1501,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1502,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1503,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1504,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1505,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1506,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1507,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1508,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1509,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1510,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1511,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1512,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1513,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1514,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1515,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1516,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1517,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1518,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1519,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1520,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1521,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1522,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1523,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1524,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1525,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1526,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1527,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1528,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1529,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1530,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1531,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1532,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1533,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1534,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1535,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1536,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1537,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
